descriptor,source,nan_rate,kept
MATS3Z,mordred,0.13131313131313133,True
MATS4Z,mordred,0.1414141414141414,True
MATS5Z,mordred,0.20202020202020202,False
MATS6Z,mordred,0.26262626262626265,False
MATS7Z,mordred,0.3434343434343434,False
MATS8Z,mordred,0.3838383838383838,False
MATS1m,mordred,0.030303030303030304,True
MATS2m,mordred,0.08080808080808081,True
MATS3m,mordred,0.13131313131313133,True
MATS4m,mordred,0.1414141414141414,True
MATS5m,mordred,0.20202020202020202,False
MATS6m,mordred,0.26262626262626265,False
MATS7m,mordred,0.3434343434343434,False
MATS8m,mordred,0.3838383838383838,False
MATS1v,mordred,0.030303030303030304,True
MATS2v,mordred,0.08080808080808081,True
MATS3v,mordred,0.13131313131313133,True
MATS4v,mordred,0.1414141414141414,True
MATS5v,mordred,0.20202020202020202,False
MATS6v,mordred,0.26262626262626265,False
MATS7v,mordred,0.3434343434343434,False
MATS8v,mordred,0.3838383838383838,False
MATS1se,mordred,0.04040404040404041,True
MATS2se,mordred,0.09090909090909091,True
MATS3se,mordred,0.13131313131313133,True
MATS4se,mordred,0.1414141414141414,True
MATS5se,mordred,0.20202020202020202,False
MATS6se,mordred,0.26262626262626265,False
MATS7se,mordred,0.3434343434343434,False
MATS8se,mordred,0.3838383838383838,False
MATS1pe,mordred,0.030303030303030304,True
MATS2pe,mordred,0.08080808080808081,True
MATS3pe,mordred,0.13131313131313133,True
MATS4pe,mordred,0.1414141414141414,True
MATS5pe,mordred,0.20202020202020202,False
MATS6pe,mordred,0.26262626262626265,False
MATS7pe,mordred,0.3434343434343434,False
MATS8pe,mordred,0.3838383838383838,False
MATS1are,mordred,0.04040404040404041,True
MATS2are,mordred,0.09090909090909091,True
MATS3are,mordred,0.13131313131313133,True
MATS4are,mordred,0.1414141414141414,True
MATS5are,mordred,0.20202020202020202,False
MATS6are,mordred,0.26262626262626265,False
MATS7are,mordred,0.3434343434343434,False
MATS8are,mordred,0.3838383838383838,False
MATS1p,mordred,0.030303030303030304,True
MATS2p,mordred,0.08080808080808081,True
MATS3p,mordred,0.13131313131313133,True
MATS4p,mordred,0.1414141414141414,True
MATS5p,mordred,0.20202020202020202,False
MATS6p,mordred,0.26262626262626265,False
MATS7p,mordred,0.3434343434343434,False
MATS8p,mordred,0.3838383838383838,False
MATS1i,mordred,0.030303030303030304,True
MATS2i,mordred,0.08080808080808081,True
MATS3i,mordred,0.13131313131313133,True
MATS4i,mordred,0.1414141414141414,True
MATS5i,mordred,0.20202020202020202,False
MATS6i,mordred,0.26262626262626265,False
MATS7i,mordred,0.3434343434343434,False
MATS8i,mordred,0.3838383838383838,False
GATS1c,mordred,0.050505050505050504,True
GATS2c,mordred,0.10101010101010101,True
GATS3c,mordred,0.1414141414141414,True
GATS4c,mordred,0.15151515151515152,True
GATS5c,mordred,0.21212121212121213,False
GATS6c,mordred,0.2727272727272727,False
GATS7c,mordred,0.35353535353535354,False
GATS8c,mordred,0.3939393939393939,False
GATS1dv,mordred,0.030303030303030304,True
GATS2dv,mordred,0.08080808080808081,True
GATS3dv,mordred,0.13131313131313133,True
GATS4dv,mordred,0.1414141414141414,True
GATS5dv,mordred,0.20202020202020202,False
GATS6dv,mordred,0.26262626262626265,False
GATS7dv,mordred,0.3434343434343434,False
GATS8dv,mordred,0.3838383838383838,False
GATS1d,mordred,0.04040404040404041,True
GATS2d,mordred,0.09090909090909091,True
GATS3d,mordred,0.13131313131313133,True
GATS4d,mordred,0.1414141414141414,True
GATS5d,mordred,0.20202020202020202,False
GATS6d,mordred,0.26262626262626265,False
GATS7d,mordred,0.3434343434343434,False
GATS8d,mordred,0.3838383838383838,False
GATS1s,mordred,0.32323232323232326,False
GATS2s,mordred,0.32323232323232326,False
GATS3s,mordred,0.3434343434343434,False
GATS4s,mordred,0.3434343434343434,False
GATS5s,mordred,0.3838383838383838,False
GATS6s,mordred,0.43434343434343436,False
GATS7s,mordred,0.47474747474747475,False
GATS8s,mordred,0.5151515151515151,False
GATS1Z,mordred,0.030303030303030304,True
GATS2Z,mordred,0.08080808080808081,True
GATS3Z,mordred,0.13131313131313133,True
GATS4Z,mordred,0.1414141414141414,True
GATS5Z,mordred,0.20202020202020202,False
GATS6Z,mordred,0.26262626262626265,False
GATS7Z,mordred,0.3434343434343434,False
GATS8Z,mordred,0.3838383838383838,False
GATS1m,mordred,0.030303030303030304,True
GATS2m,mordred,0.08080808080808081,True
GATS3m,mordred,0.13131313131313133,True
GATS4m,mordred,0.1414141414141414,True
GATS5m,mordred,0.20202020202020202,False
GATS6m,mordred,0.26262626262626265,False
GATS7m,mordred,0.3434343434343434,False
GATS8m,mordred,0.3838383838383838,False
GATS1v,mordred,0.030303030303030304,True
GATS2v,mordred,0.08080808080808081,True
GATS3v,mordred,0.13131313131313133,True
GATS4v,mordred,0.1414141414141414,True
GATS5v,mordred,0.20202020202020202,False
GATS6v,mordred,0.26262626262626265,False
GATS7v,mordred,0.3434343434343434,False
GATS8v,mordred,0.3838383838383838,False
GATS1se,mordred,0.04040404040404041,True
GATS2se,mordred,0.09090909090909091,True
GATS3se,mordred,0.13131313131313133,True
GATS4se,mordred,0.1414141414141414,True
GATS5se,mordred,0.20202020202020202,False
GATS6se,mordred,0.26262626262626265,False
GATS7se,mordred,0.3434343434343434,False
GATS8se,mordred,0.3838383838383838,False
GATS1pe,mordred,0.030303030303030304,True
GATS2pe,mordred,0.08080808080808081,True
GATS3pe,mordred,0.13131313131313133,True
GATS4pe,mordred,0.1414141414141414,True
GATS5pe,mordred,0.20202020202020202,False
GATS6pe,mordred,0.26262626262626265,False
GATS7pe,mordred,0.3434343434343434,False
GATS8pe,mordred,0.3838383838383838,False
GATS1are,mordred,0.04040404040404041,True
GATS2are,mordred,0.09090909090909091,True
GATS3are,mordred,0.13131313131313133,True
GATS4are,mordred,0.1414141414141414,True
GATS5are,mordred,0.20202020202020202,False
GATS6are,mordred,0.26262626262626265,False
GATS7are,mordred,0.3434343434343434,False
GATS8are,mordred,0.3838383838383838,False
GATS1p,mordred,0.030303030303030304,True
GATS2p,mordred,0.08080808080808081,True
GATS3p,mordred,0.13131313131313133,True
GATS4p,mordred,0.1414141414141414,True
GATS5p,mordred,0.20202020202020202,False
GATS6p,mordred,0.26262626262626265,False
GATS7p,mordred,0.3434343434343434,False
GATS8p,mordred,0.3838383838383838,False
GATS1i,mordred,0.030303030303030304,True
GATS2i,mordred,0.08080808080808081,True
GATS3i,mordred,0.13131313131313133,True
GATS4i,mordred,0.1414141414141414,True
GATS5i,mordred,0.20202020202020202,False
GATS6i,mordred,0.26262626262626265,False
GATS7i,mordred,0.3434343434343434,False
GATS8i,mordred,0.3838383838383838,False
BCUTc-1h,mordred,0.3333333333333333,False
BCUTc-1l,mordred,0.3333333333333333,False
BCUTdv-1h,mordred,0.32323232323232326,False
BCUTdv-1l,mordred,0.32323232323232326,False
BCUTd-1h,mordred,0.32323232323232326,False
BCUTd-1l,mordred,0.32323232323232326,False
BCUTs-1h,mordred,0.3333333333333333,False
BCUTs-1l,mordred,0.3333333333333333,False
BCUTZ-1h,mordred,0.32323232323232326,False
BCUTZ-1l,mordred,0.32323232323232326,False
BCUTm-1h,mordred,0.32323232323232326,False
BCUTm-1l,mordred,0.32323232323232326,False
BCUTv-1h,mordred,0.32323232323232326,False
BCUTv-1l,mordred,0.32323232323232326,False
BCUTse-1h,mordred,0.32323232323232326,False
BCUTse-1l,mordred,0.32323232323232326,False
BCUTpe-1h,mordred,0.32323232323232326,False
BCUTpe-1l,mordred,0.32323232323232326,False
BCUTare-1h,mordred,0.32323232323232326,False
BCUTare-1l,mordred,0.32323232323232326,False
BCUTp-1h,mordred,0.32323232323232326,False
BCUTp-1l,mordred,0.32323232323232326,False
BCUTi-1h,mordred,0.32323232323232326,False
BCUTi-1l,mordred,0.32323232323232326,False
BalabanJ,mordred,0.0,True
SpAbs_DzZ,mordred,0.32323232323232326,False
SpMax_DzZ,mordred,0.32323232323232326,False
SpDiam_DzZ,mordred,0.32323232323232326,False
SpAD_DzZ,mordred,0.32323232323232326,False
SpMAD_DzZ,mordred,0.32323232323232326,False
LogEE_DzZ,mordred,0.32323232323232326,False
SM1_DzZ,mordred,0.32323232323232326,False
VE1_DzZ,mordred,0.32323232323232326,False
VE2_DzZ,mordred,0.32323232323232326,False
VE3_DzZ,mordred,0.32323232323232326,False
VR1_DzZ,mordred,0.32323232323232326,False
VR2_DzZ,mordred,0.32323232323232326,False
VR3_DzZ,mordred,0.3333333333333333,False
SpAbs_Dzm,mordred,0.32323232323232326,False
SpMax_Dzm,mordred,0.32323232323232326,False
SpDiam_Dzm,mordred,0.32323232323232326,False
SpAD_Dzm,mordred,0.32323232323232326,False
SpMAD_Dzm,mordred,0.32323232323232326,False
LogEE_Dzm,mordred,0.32323232323232326,False
SM1_Dzm,mordred,0.32323232323232326,False
VE1_Dzm,mordred,0.32323232323232326,False
VE2_Dzm,mordred,0.32323232323232326,False
VE3_Dzm,mordred,0.32323232323232326,False
VR1_Dzm,mordred,0.32323232323232326,False
VR2_Dzm,mordred,0.32323232323232326,False
VR3_Dzm,mordred,0.3333333333333333,False
SpAbs_Dzv,mordred,0.32323232323232326,False
SpMax_Dzv,mordred,0.32323232323232326,False
SpDiam_Dzv,mordred,0.32323232323232326,False
SpAD_Dzv,mordred,0.32323232323232326,False
SpMAD_Dzv,mordred,0.32323232323232326,False
LogEE_Dzv,mordred,0.32323232323232326,False
SM1_Dzv,mordred,0.32323232323232326,False
VE1_Dzv,mordred,0.32323232323232326,False
VE2_Dzv,mordred,0.32323232323232326,False
VE3_Dzv,mordred,0.32323232323232326,False
VR1_Dzv,mordred,0.32323232323232326,False
VR2_Dzv,mordred,0.32323232323232326,False
VR3_Dzv,mordred,0.3333333333333333,False
SpAbs_Dzse,mordred,0.32323232323232326,False
SpMax_Dzse,mordred,0.32323232323232326,False
SpDiam_Dzse,mordred,0.32323232323232326,False
SpAD_Dzse,mordred,0.32323232323232326,False
SpMAD_Dzse,mordred,0.32323232323232326,False
LogEE_Dzse,mordred,0.32323232323232326,False
SM1_Dzse,mordred,0.32323232323232326,False
VE1_Dzse,mordred,0.32323232323232326,False
VE2_Dzse,mordred,0.32323232323232326,False
VE3_Dzse,mordred,0.32323232323232326,False
VR1_Dzse,mordred,0.32323232323232326,False
VR2_Dzse,mordred,0.32323232323232326,False
VR3_Dzse,mordred,0.3333333333333333,False
SpAbs_Dzpe,mordred,0.32323232323232326,False
SpMax_Dzpe,mordred,0.32323232323232326,False
SpDiam_Dzpe,mordred,0.32323232323232326,False
SpAD_Dzpe,mordred,0.32323232323232326,False
SpMAD_Dzpe,mordred,0.32323232323232326,False
LogEE_Dzpe,mordred,0.32323232323232326,False
SM1_Dzpe,mordred,0.32323232323232326,False
VE1_Dzpe,mordred,0.32323232323232326,False
VE2_Dzpe,mordred,0.32323232323232326,False
VE3_Dzpe,mordred,0.32323232323232326,False
VR1_Dzpe,mordred,0.32323232323232326,False
VR2_Dzpe,mordred,0.32323232323232326,False
VR3_Dzpe,mordred,0.3333333333333333,False
SpAbs_Dzare,mordred,0.32323232323232326,False
SpMax_Dzare,mordred,0.32323232323232326,False
SpDiam_Dzare,mordred,0.32323232323232326,False
SpAD_Dzare,mordred,0.32323232323232326,False
SpMAD_Dzare,mordred,0.32323232323232326,False
LogEE_Dzare,mordred,0.32323232323232326,False
SM1_Dzare,mordred,0.32323232323232326,False
VE1_Dzare,mordred,0.32323232323232326,False
VE2_Dzare,mordred,0.32323232323232326,False
VE3_Dzare,mordred,0.32323232323232326,False
VR1_Dzare,mordred,0.32323232323232326,False
VR2_Dzare,mordred,0.32323232323232326,False
VR3_Dzare,mordred,0.3333333333333333,False
SpAbs_Dzp,mordred,0.32323232323232326,False
SpMax_Dzp,mordred,0.32323232323232326,False
SpDiam_Dzp,mordred,0.32323232323232326,False
SpAD_Dzp,mordred,0.32323232323232326,False
SpMAD_Dzp,mordred,0.32323232323232326,False
LogEE_Dzp,mordred,0.32323232323232326,False
SM1_Dzp,mordred,0.32323232323232326,False
VE1_Dzp,mordred,0.32323232323232326,False
VE2_Dzp,mordred,0.32323232323232326,False
VE3_Dzp,mordred,0.32323232323232326,False
VR1_Dzp,mordred,0.32323232323232326,False
VR2_Dzp,mordred,0.32323232323232326,False
VR3_Dzp,mordred,0.3333333333333333,False
SpAbs_Dzi,mordred,0.32323232323232326,False
SpMax_Dzi,mordred,0.32323232323232326,False
SpDiam_Dzi,mordred,0.32323232323232326,False
SpAD_Dzi,mordred,0.32323232323232326,False
SpMAD_Dzi,mordred,0.32323232323232326,False
LogEE_Dzi,mordred,0.32323232323232326,False
SM1_Dzi,mordred,0.32323232323232326,False
VE1_Dzi,mordred,0.32323232323232326,False
VE2_Dzi,mordred,0.32323232323232326,False
VE3_Dzi,mordred,0.32323232323232326,False
VR1_Dzi,mordred,0.32323232323232326,False
VR2_Dzi,mordred,0.32323232323232326,False
VR3_Dzi,mordred,0.3333333333333333,False
BertzCT,mordred,0.0,True
nBonds,mordred,0.0,True
nBondsO,mordred,0.0,True
nBondsS,mordred,0.0,True
nBondsD,mordred,0.0,True
nBondsT,mordred,0.0,True
nBondsA,mordred,0.0,True
nBondsM,mordred,0.0,True
nBondsKS,mordred,0.0,True
nBondsKD,mordred,0.0,True
RNCG,mordred,0.020202020202020204,True
RPCG,mordred,0.020202020202020204,True
C1SP1,mordred,0.0,True
C2SP1,mordred,0.0,True
C1SP2,mordred,0.0,True
C2SP2,mordred,0.0,True
C3SP2,mordred,0.0,True
C1SP3,mordred,0.0,True
C2SP3,mordred,0.0,True
C3SP3,mordred,0.0,True
C4SP3,mordred,0.0,True
HybRatio,mordred,0.1414141414141414,True
FCSP3,mordred,0.0,True
Xch-3d,mordred,0.0,True
Xch-4d,mordred,0.0,True
Xch-5d,mordred,0.0,True
Xch-6d,mordred,0.0,True
Xch-7d,mordred,0.0,True
Xch-3dv,mordred,0.0,True
Xch-4dv,mordred,0.0,True
Xch-5dv,mordred,0.0,True
Xch-6dv,mordred,0.0,True
Xch-7dv,mordred,0.0,True
Xc-3d,mordred,0.0,True
Xc-4d,mordred,0.0,True
Xc-5d,mordred,0.0,True
Xc-6d,mordred,0.0,True
Xc-3dv,mordred,0.0,True
Xc-4dv,mordred,0.0,True
Xc-5dv,mordred,0.0,True
Xc-6dv,mordred,0.0,True
Xpc-4d,mordred,0.0,True
Xpc-5d,mordred,0.0,True
Xpc-6d,mordred,0.0,True
Xpc-4dv,mordred,0.0,True
Xpc-5dv,mordred,0.0,True
Xpc-6dv,mordred,0.0,True
Xp-0d,mordred,0.32323232323232326,False
Xp-1d,mordred,0.0,True
Xp-2d,mordred,0.0,True
Xp-3d,mordred,0.0,True
Xp-4d,mordred,0.0,True
Xp-5d,mordred,0.0,True
Xp-6d,mordred,0.0,True
Xp-7d,mordred,0.0,True
AXp-0d,mordred,0.32323232323232326,False
AXp-1d,mordred,0.0707070707070707,True
AXp-2d,mordred,0.09090909090909091,True
AXp-3d,mordred,0.1919191919191919,True
AXp-4d,mordred,0.23232323232323232,False
AXp-5d,mordred,0.25252525252525254,False
AXp-6d,mordred,0.2828282828282828,False
AXp-7d,mordred,0.3434343434343434,False
Xp-0dv,mordred,0.25252525252525254,False
Xp-1dv,mordred,0.0,True
Xp-2dv,mordred,0.0,True
Xp-3dv,mordred,0.0,True
Xp-4dv,mordred,0.0,True
Xp-5dv,mordred,0.0,True
Xp-6dv,mordred,0.0,True
Xp-7dv,mordred,0.0,True
AXp-0dv,mordred,0.25252525252525254,False
AXp-1dv,mordred,0.0707070707070707,True
AXp-2dv,mordred,0.09090909090909091,True
AXp-3dv,mordred,0.1919191919191919,True
AXp-4dv,mordred,0.23232323232323232,False
AXp-5dv,mordred,0.25252525252525254,False
AXp-6dv,mordred,0.2828282828282828,False
AXp-7dv,mordred,0.3434343434343434,False
SZ,mordred,0.0,True
Sm,mordred,0.0,True
Sv,mordred,0.0,True
Sse,mordred,0.010101010101010102,True
Spe,mordred,0.0,True
Sare,mordred,0.010101010101010102,True
Sp,mordred,0.0,True
Si,mordred,0.0,True
MZ,mordred,0.0,True
Mm,mordred,0.0,True
Mv,mordred,0.0,True
Mse,mordred,0.010101010101010102,True
Mpe,mordred,0.0,True
Mare,mordred,0.010101010101010102,True
Mp,mordred,0.0,True
Mi,mordred,0.0,True
SpAbs_Dt,mordred,1.0,False
SpMax_Dt,mordred,1.0,False
SpDiam_Dt,mordred,1.0,False
SpAD_Dt,mordred,1.0,False
SpMAD_Dt,mordred,1.0,False
LogEE_Dt,mordred,1.0,False
SM1_Dt,mordred,1.0,False
VE1_Dt,mordred,1.0,False
VE2_Dt,mordred,1.0,False
VE3_Dt,mordred,1.0,False
VR1_Dt,mordred,1.0,False
VR2_Dt,mordred,1.0,False
VR3_Dt,mordred,1.0,False
DetourIndex,mordred,1.0,False
SpAbs_D,mordred,0.32323232323232326,False
SpMax_D,mordred,0.32323232323232326,False
SpDiam_D,mordred,0.32323232323232326,False
SpAD_D,mordred,0.32323232323232326,False
SpMAD_D,mordred,0.32323232323232326,False
LogEE_D,mordred,0.32323232323232326,False
VE1_D,mordred,0.32323232323232326,False
VE2_D,mordred,0.32323232323232326,False
VE3_D,mordred,0.32323232323232326,False
VR1_D,mordred,0.32323232323232326,False
VR2_D,mordred,0.32323232323232326,False
VR3_D,mordred,0.3333333333333333,False
NsLi,mordred,0.0,True
NssBe,mordred,0.0,True
NssssBe,mordred,0.0,True
NssBH,mordred,0.0,True
NsssB,mordred,0.0,True
NssssB,mordred,0.0,True
NsCH3,mordred,0.0,True
NdCH2,mordred,0.0,True
NssCH2,mordred,0.0,True
NtCH,mordred,0.0,True
NdsCH,mordred,0.0,True
NaaCH,mordred,0.0,True
NsssCH,mordred,0.0,True
NddC,mordred,0.0,True
NtsC,mordred,0.0,True
NdssC,mordred,0.0,True
NaasC,mordred,0.0,True
NaaaC,mordred,0.0,True
NssssC,mordred,0.0,True
NsNH3,mordred,0.0,True
NsNH2,mordred,0.0,True
NssNH2,mordred,0.0,True
NdNH,mordred,0.0,True
NssNH,mordred,0.0,True
NaaNH,mordred,0.0,True
NtN,mordred,0.0,True
NsssNH,mordred,0.0,True
NdsN,mordred,0.0,True
NaaN,mordred,0.0,True
NsssN,mordred,0.0,True
NddsN,mordred,0.0,True
NaasN,mordred,0.0,True
NssssN,mordred,0.0,True
NsOH,mordred,0.0,True
NdO,mordred,0.0,True
NssO,mordred,0.0,True
NaaO,mordred,0.0,True
NsF,mordred,0.0,True
NsSiH3,mordred,0.0,True
NssSiH2,mordred,0.0,True
NsssSiH,mordred,0.0,True
NssssSi,mordred,0.0,True
NsPH2,mordred,0.0,True
NssPH,mordred,0.0,True
NsssP,mordred,0.0,True
NdsssP,mordred,0.0,True
NsssssP,mordred,0.0,True
NsSH,mordred,0.0,True
NdS,mordred,0.0,True
NssS,mordred,0.0,True
NaaS,mordred,0.0,True
NdssS,mordred,0.0,True
NddssS,mordred,0.0,True
NsCl,mordred,0.0,True
NsGeH3,mordred,0.0,True
NssGeH2,mordred,0.0,True
NsssGeH,mordred,0.0,True
NssssGe,mordred,0.0,True
NsAsH2,mordred,0.0,True
NssAsH,mordred,0.0,True
NsssAs,mordred,0.0,True
NsssdAs,mordred,0.0,True
NsssssAs,mordred,0.0,True
NsSeH,mordred,0.0,True
NdSe,mordred,0.0,True
NssSe,mordred,0.0,True
NaaSe,mordred,0.0,True
NdssSe,mordred,0.0,True
NddssSe,mordred,0.0,True
NsBr,mordred,0.0,True
NsSnH3,mordred,0.0,True
NssSnH2,mordred,0.0,True
NsssSnH,mordred,0.0,True
NssssSn,mordred,0.0,True
NsI,mordred,0.0,True
NsPbH3,mordred,0.0,True
NssPbH2,mordred,0.0,True
NsssPbH,mordred,0.0,True
NssssPb,mordred,0.0,True
SsLi,mordred,0.0,True
SssBe,mordred,0.0,True
SssssBe,mordred,0.0,True
SssBH,mordred,0.0,True
SsssB,mordred,0.0,True
SssssB,mordred,0.0,True
SsCH3,mordred,0.0,True
SdCH2,mordred,0.0,True
SssCH2,mordred,0.0,True
StCH,mordred,0.0,True
SdsCH,mordred,0.0,True
SaaCH,mordred,0.0,True
SsssCH,mordred,0.0,True
SddC,mordred,0.0,True
StsC,mordred,0.0,True
SdssC,mordred,0.0,True
SaasC,mordred,0.0,True
SaaaC,mordred,0.0,True
SssssC,mordred,0.0,True
SsNH3,mordred,0.0,True
SsNH2,mordred,0.0,True
SssNH2,mordred,0.0,True
SdNH,mordred,0.0,True
SssNH,mordred,0.0,True
SaaNH,mordred,0.0,True
StN,mordred,0.0,True
SsssNH,mordred,0.0,True
SdsN,mordred,0.0,True
SaaN,mordred,0.0,True
SsssN,mordred,0.0,True
SddsN,mordred,0.0,True
SaasN,mordred,0.0,True
SssssN,mordred,0.0,True
SsOH,mordred,0.0,True
SdO,mordred,0.0,True
SssO,mordred,0.0,True
SaaO,mordred,0.0,True
SsF,mordred,0.0,True
SsSiH3,mordred,0.0,True
SssSiH2,mordred,0.0,True
SsssSiH,mordred,0.0,True
SssssSi,mordred,0.0,True
SsPH2,mordred,0.0,True
SssPH,mordred,0.0,True
SsssP,mordred,0.0,True
SdsssP,mordred,0.0,True
SsssssP,mordred,0.0,True
SsSH,mordred,0.0,True
SdS,mordred,0.0,True
SssS,mordred,0.0,True
SaaS,mordred,0.0,True
SdssS,mordred,0.0,True
SddssS,mordred,0.0,True
SsCl,mordred,0.0,True
SsGeH3,mordred,0.0,True
SssGeH2,mordred,0.0,True
SsssGeH,mordred,0.0,True
SssssGe,mordred,0.0,True
SsAsH2,mordred,0.0,True
SssAsH,mordred,0.0,True
SsssAs,mordred,0.0,True
SsssdAs,mordred,0.0,True
SsssssAs,mordred,0.0,True
SsSeH,mordred,0.0,True
SdSe,mordred,0.0,True
SssSe,mordred,0.0,True
SaaSe,mordred,0.0,True
SdssSe,mordred,0.0,True
SddssSe,mordred,0.0,True
SsBr,mordred,0.0,True
SsSnH3,mordred,0.0,True
SssSnH2,mordred,0.0,True
SsssSnH,mordred,0.0,True
SssssSn,mordred,0.0,True
SsI,mordred,0.0,True
SsPbH3,mordred,0.0,True
SssPbH2,mordred,0.0,True
SsssPbH,mordred,0.0,True
SssssPb,mordred,0.0,True
MAXsLi,mordred,1.0,False
MAXssBe,mordred,1.0,False
MAXssssBe,mordred,1.0,False
MAXssBH,mordred,1.0,False
MAXsssB,mordred,0.98989898989899,False
MAXssssB,mordred,1.0,False
MAXsCH3,mordred,0.48484848484848486,False
MAXdCH2,mordred,0.9797979797979798,False
MAXssCH2,mordred,0.42424242424242425,False
MAXtCH,mordred,0.9797979797979798,False
MAXdsCH,mordred,0.8585858585858586,False
MAXaaCH,mordred,0.5353535353535354,False
MAXsssCH,mordred,0.6464646464646465,False
MAXddC,mordred,1.0,False
MAXtsC,mordred,0.9797979797979798,False
MAXdssC,mordred,0.45454545454545453,False
MAXaasC,mordred,0.5353535353535354,False
MAXaaaC,mordred,0.8686868686868687,False
MAXssssC,mordred,0.8282828282828283,False
MAXsNH3,mordred,1.0,False
MAXsNH2,mordred,0.898989898989899,False
MAXssNH2,mordred,0.98989898989899,False
MAXdNH,mordred,0.98989898989899,False
MAXssNH,mordred,0.8686868686868687,False
MAXaaNH,mordred,0.9595959595959596,False
MAXtN,mordred,1.0,False
MAXsssNH,mordred,0.9797979797979798,False
MAXdsN,mordred,0.9393939393939394,False
MAXaaN,mordred,0.8888888888888888,False
MAXsssN,mordred,0.8484848484848485,False
MAXddsN,mordred,0.9797979797979798,False
MAXaasN,mordred,0.9191919191919192,False
MAXssssN,mordred,0.98989898989899,False
MAXsOH,mordred,0.5858585858585859,False
MAXdO,mordred,0.3434343434343434,False
MAXssO,mordred,0.6161616161616161,False
MAXaaO,mordred,0.9797979797979798,False
MAXsF,mordred,0.9090909090909091,False
MAXsSiH3,mordred,1.0,False
MAXssSiH2,mordred,1.0,False
MAXsssSiH,mordred,1.0,False
MAXssssSi,mordred,1.0,False
MAXsPH2,mordred,1.0,False
MAXssPH,mordred,1.0,False
MAXsssP,mordred,1.0,False
MAXdsssP,mordred,0.98989898989899,False
MAXsssssP,mordred,1.0,False
MAXsSH,mordred,0.98989898989899,False
MAXdS,mordred,0.9797979797979798,False
MAXssS,mordred,0.9696969696969697,False
MAXaaS,mordred,0.9595959595959596,False
MAXdssS,mordred,0.98989898989899,False
MAXddssS,mordred,0.8888888888888888,False
MAXsCl,mordred,0.8888888888888888,False
MAXsGeH3,mordred,1.0,False
MAXssGeH2,mordred,1.0,False
MAXsssGeH,mordred,1.0,False
MAXssssGe,mordred,1.0,False
MAXsAsH2,mordred,1.0,False
MAXssAsH,mordred,1.0,False
MAXsssAs,mordred,1.0,False
MAXsssdAs,mordred,1.0,False
MAXsssssAs,mordred,1.0,False
MAXsSeH,mordred,1.0,False
MAXdSe,mordred,1.0,False
MAXssSe,mordred,0.98989898989899,False
MAXaaSe,mordred,1.0,False
MAXdssSe,mordred,1.0,False
MAXddssSe,mordred,1.0,False
MAXsBr,mordred,0.9494949494949495,False
MAXsSnH3,mordred,1.0,False
MAXssSnH2,mordred,1.0,False
MAXsssSnH,mordred,1.0,False
MAXssssSn,mordred,1.0,False
MAXsI,mordred,0.9797979797979798,False
MAXsPbH3,mordred,1.0,False
MAXssPbH2,mordred,1.0,False
MAXsssPbH,mordred,1.0,False
MAXssssPb,mordred,1.0,False
MINsLi,mordred,1.0,False
MINssBe,mordred,1.0,False
MINssssBe,mordred,1.0,False
MINssBH,mordred,1.0,False
MINsssB,mordred,0.98989898989899,False
MINssssB,mordred,1.0,False
MINsCH3,mordred,0.48484848484848486,False
MINdCH2,mordred,0.9797979797979798,False
MINssCH2,mordred,0.42424242424242425,False
MINtCH,mordred,0.9797979797979798,False
MINdsCH,mordred,0.8585858585858586,False
MINaaCH,mordred,0.5353535353535354,False
MINsssCH,mordred,0.6464646464646465,False
MINddC,mordred,1.0,False
MINtsC,mordred,0.9797979797979798,False
MINdssC,mordred,0.45454545454545453,False
MINaasC,mordred,0.5353535353535354,False
MINaaaC,mordred,0.8686868686868687,False
MINssssC,mordred,0.8282828282828283,False
MINsNH3,mordred,1.0,False
MINsNH2,mordred,0.898989898989899,False
MINssNH2,mordred,0.98989898989899,False
MINdNH,mordred,0.98989898989899,False
MINssNH,mordred,0.8686868686868687,False
MINaaNH,mordred,0.9595959595959596,False
MINtN,mordred,1.0,False
MINsssNH,mordred,0.9797979797979798,False
MINdsN,mordred,0.9393939393939394,False
MINaaN,mordred,0.8888888888888888,False
MINsssN,mordred,0.8484848484848485,False
MINddsN,mordred,0.9797979797979798,False
MINaasN,mordred,0.9191919191919192,False
MINssssN,mordred,0.98989898989899,False
MINsOH,mordred,0.5858585858585859,False
MINdO,mordred,0.3434343434343434,False
MINssO,mordred,0.6161616161616161,False
MINaaO,mordred,0.9797979797979798,False
MINsF,mordred,0.9090909090909091,False
MINsSiH3,mordred,1.0,False
MINssSiH2,mordred,1.0,False
MINsssSiH,mordred,1.0,False
MINssssSi,mordred,1.0,False
MINsPH2,mordred,1.0,False
MINssPH,mordred,1.0,False
MINsssP,mordred,1.0,False
MINdsssP,mordred,0.98989898989899,False
MINsssssP,mordred,1.0,False
MINsSH,mordred,0.98989898989899,False
MINdS,mordred,0.9797979797979798,False
MINssS,mordred,0.9696969696969697,False
MINaaS,mordred,0.9595959595959596,False
MINdssS,mordred,0.98989898989899,False
MINddssS,mordred,0.8888888888888888,False
MINsCl,mordred,0.8888888888888888,False
MINsGeH3,mordred,1.0,False
MINssGeH2,mordred,1.0,False
MINsssGeH,mordred,1.0,False
MINssssGe,mordred,1.0,False
MINsAsH2,mordred,1.0,False
MINssAsH,mordred,1.0,False
