descriptor,source,nan_rate,kept
MINsssAs,mordred,1.0,False
MINsssdAs,mordred,1.0,False
MINsssssAs,mordred,1.0,False
MINsSeH,mordred,1.0,False
MINdSe,mordred,1.0,False
MINssSe,mordred,0.98989898989899,False
MINaaSe,mordred,1.0,False
MINdssSe,mordred,1.0,False
MINddssSe,mordred,1.0,False
MINsBr,mordred,0.9494949494949495,False
MINsSnH3,mordred,1.0,False
MINssSnH2,mordred,1.0,False
MINsssSnH,mordred,1.0,False
MINssssSn,mordred,1.0,False
MINsI,mordred,0.9797979797979798,False
MINsPbH3,mordred,1.0,False
MINssPbH2,mordred,1.0,False
MINsssPbH,mordred,1.0,False
MINssssPb,mordred,1.0,False
ECIndex,mordred,0.0,True
ETA_alpha,mordred,0.32323232323232326,False
AETA_alpha,mordred,0.32323232323232326,False
ETA_shape_p,mordred,0.32323232323232326,False
ETA_shape_y,mordred,0.32323232323232326,False
ETA_shape_x,mordred,0.32323232323232326,False
ETA_beta,mordred,0.32323232323232326,False
AETA_beta,mordred,0.32323232323232326,False
ETA_beta_s,mordred,0.32323232323232326,False
AETA_beta_s,mordred,0.32323232323232326,False
ETA_beta_ns,mordred,0.32323232323232326,False
AETA_beta_ns,mordred,0.32323232323232326,False
ETA_beta_ns_d,mordred,0.32323232323232326,False
AETA_beta_ns_d,mordred,0.32323232323232326,False
ETA_eta,mordred,0.32323232323232326,False
AETA_eta,mordred,0.32323232323232326,False
ETA_eta_L,mordred,0.32323232323232326,False
AETA_eta_L,mordred,0.32323232323232326,False
ETA_eta_R,mordred,0.32323232323232326,False
AETA_eta_R,mordred,0.32323232323232326,False
ETA_eta_RL,mordred,0.32323232323232326,False
AETA_eta_RL,mordred,0.32323232323232326,False
ETA_eta_F,mordred,0.32323232323232326,False
AETA_eta_F,mordred,0.32323232323232326,False
ETA_eta_FL,mordred,0.32323232323232326,False
AETA_eta_FL,mordred,0.32323232323232326,False
ETA_eta_B,mordred,0.3333333333333333,False
AETA_eta_B,mordred,0.3333333333333333,False
ETA_eta_BR,mordred,0.3333333333333333,False
AETA_eta_BR,mordred,0.3333333333333333,False
ETA_dAlpha_A,mordred,0.32323232323232326,False
ETA_dAlpha_B,mordred,0.32323232323232326,False
ETA_epsilon_1,mordred,0.32323232323232326,False
ETA_epsilon_2,mordred,0.32323232323232326,False
ETA_epsilon_3,mordred,0.32323232323232326,False
ETA_epsilon_4,mordred,0.32323232323232326,False
ETA_epsilon_5,mordred,0.32323232323232326,False
ETA_dEpsilon_A,mordred,0.32323232323232326,False
ETA_dEpsilon_B,mordred,0.32323232323232326,False
ETA_dEpsilon_C,mordred,0.32323232323232326,False
ETA_dEpsilon_D,mordred,0.32323232323232326,False
ETA_dBeta,mordred,0.32323232323232326,False
AETA_dBeta,mordred,0.32323232323232326,False
ETA_psi_1,mordred,0.32323232323232326,False
ETA_dPsi_A,mordred,0.32323232323232326,False
ETA_dPsi_B,mordred,0.32323232323232326,False
fragCpx,mordred,0.0,True
fMF,mordred,0.0,True
nHBAcc,mordred,0.0,True
nHBDon,mordred,0.0,True
IC0,mordred,0.0,True
IC1,mordred,0.0,True
IC2,mordred,0.0,True
IC3,mordred,0.0,True
IC4,mordred,0.0,True
IC5,mordred,0.0,True
TIC0,mordred,0.0,True
TIC1,mordred,0.0,True
TIC2,mordred,0.0,True
TIC3,mordred,0.0,True
TIC4,mordred,0.0,True
TIC5,mordred,0.0,True
SIC0,mordred,0.0,True
SIC1,mordred,0.0,True
SIC2,mordred,0.0,True
SIC3,mordred,0.0,True
SIC4,mordred,0.0,True
SIC5,mordred,0.0,True
BIC0,mordred,0.0707070707070707,True
BIC1,mordred,0.0707070707070707,True
BIC2,mordred,0.0707070707070707,True
BIC3,mordred,0.0707070707070707,True
BIC4,mordred,0.0707070707070707,True
BIC5,mordred,0.0707070707070707,True
CIC0,mordred,0.0,True
CIC1,mordred,0.0,True
CIC2,mordred,0.0,True
CIC3,mordred,0.0,True
CIC4,mordred,0.0,True
CIC5,mordred,0.0,True
MIC0,mordred,0.0,True
MIC1,mordred,0.0,True
MIC2,mordred,0.0,True
MIC3,mordred,0.0,True
MIC4,mordred,0.0,True
MIC5,mordred,0.0,True
ZMIC0,mordred,0.0,True
ZMIC1,mordred,0.0,True
ZMIC2,mordred,0.0,True
ZMIC3,mordred,0.0,True
ZMIC4,mordred,0.0,True
ZMIC5,mordred,0.0,True
Kier1,mordred,0.0707070707070707,True
Kier2,mordred,0.09090909090909091,True
Kier3,mordred,0.1919191919191919,True
Lipinski,mordred,0.0,True
GhoseFilter,mordred,0.0,True
FilterItLogS,mordred,0.0,True
VMcGowan,mordred,0.0,True
LabuteASA,mordred,0.0,True
PEOE_VSA1,mordred,0.0,True
PEOE_VSA2,mordred,0.0,True
PEOE_VSA3,mordred,0.0,True
PEOE_VSA4,mordred,0.0,True
PEOE_VSA5,mordred,0.0,True
PEOE_VSA6,mordred,0.0,True
PEOE_VSA7,mordred,0.0,True
PEOE_VSA8,mordred,0.0,True
PEOE_VSA9,mordred,0.0,True
PEOE_VSA10,mordred,0.0,True
PEOE_VSA11,mordred,0.0,True
PEOE_VSA12,mordred,0.0,True
PEOE_VSA13,mordred,0.0,True
SMR_VSA1,mordred,0.0,True
SMR_VSA2,mordred,0.0,True
SMR_VSA3,mordred,0.0,True
SMR_VSA4,mordred,0.0,True
SMR_VSA5,mordred,0.0,True
SMR_VSA6,mordred,0.0,True
SMR_VSA7,mordred,0.0,True
SMR_VSA8,mordred,0.0,True
SMR_VSA9,mordred,0.0,True
SlogP_VSA1,mordred,0.0,True
SlogP_VSA2,mordred,0.0,True
SlogP_VSA3,mordred,0.0,True
SlogP_VSA4,mordred,0.0,True
SlogP_VSA5,mordred,0.0,True
SlogP_VSA6,mordred,0.0,True
SlogP_VSA7,mordred,0.0,True
SlogP_VSA8,mordred,0.0,True
SlogP_VSA9,mordred,0.0,True
SlogP_VSA10,mordred,0.0,True
SlogP_VSA11,mordred,0.0,True
EState_VSA1,mordred,0.0,True
EState_VSA2,mordred,0.0,True
EState_VSA3,mordred,0.0,True
EState_VSA4,mordred,0.0,True
EState_VSA5,mordred,0.0,True
EState_VSA6,mordred,0.0,True
EState_VSA7,mordred,0.0,True
EState_VSA8,mordred,0.0,True
EState_VSA9,mordred,0.0,True
EState_VSA10,mordred,0.0,True
VSA_EState1,mordred,0.0,True
VSA_EState2,mordred,0.0,True
VSA_EState3,mordred,0.0,True
VSA_EState4,mordred,0.0,True
VSA_EState5,mordred,0.0,True
VSA_EState6,mordred,0.0,True
VSA_EState7,mordred,0.0,True
VSA_EState8,mordred,0.0,True
VSA_EState9,mordred,0.0,True
MDEC-11,mordred,0.7373737373737373,False
MDEC-12,mordred,0.5252525252525253,False
MDEC-13,mordred,0.5353535353535354,False
MDEC-14,mordred,0.8585858585858586,False
MDEC-22,mordred,0.26262626262626265,False
MDEC-23,mordred,0.29292929292929293,False
MDEC-24,mordred,0.8282828282828283,False
MDEC-33,mordred,0.3333333333333333,False
MDEC-34,mordred,0.8282828282828283,False
MDEC-44,mordred,0.9191919191919192,False
MDEO-11,mordred,0.3838383838383838,False
MDEO-12,mordred,0.6060606060606061,False
MDEO-22,mordred,0.8686868686868687,False
MDEN-11,mordred,0.9696969696969697,False
MDEN-12,mordred,0.9494949494949495,False
MDEN-13,mordred,0.9696969696969697,False
MDEN-22,mordred,0.8484848484848485,False
MDEN-23,mordred,0.8888888888888888,False
MDEN-33,mordred,0.8888888888888888,False
MID,mordred,0.32323232323232326,False
AMID,mordred,0.32323232323232326,False
MID_h,mordred,0.32323232323232326,False
AMID_h,mordred,0.32323232323232326,False
MID_C,mordred,0.32323232323232326,False
AMID_C,mordred,0.32323232323232326,False
MID_N,mordred,0.32323232323232326,False
AMID_N,mordred,0.32323232323232326,False
MID_O,mordred,0.32323232323232326,False
AMID_O,mordred,0.32323232323232326,False
MID_X,mordred,0.32323232323232326,False
AMID_X,mordred,0.32323232323232326,False
MPC2,mordred,0.0,True
MPC3,mordred,0.0,True
MPC4,mordred,0.0,True
MPC5,mordred,0.0,True
MPC6,mordred,0.0,True
MPC7,mordred,0.0,True
MPC8,mordred,0.0,True
MPC9,mordred,0.0,True
MPC10,mordred,0.0,True
TMPC10,mordred,0.0,True
piPC1,mordred,0.0,True
piPC2,mordred,0.0,True
piPC3,mordred,0.0,True
piPC4,mordred,0.0,True
piPC5,mordred,0.0,True
piPC6,mordred,0.0,True
piPC7,mordred,0.0,True
piPC8,mordred,0.0,True
piPC9,mordred,0.0,True
piPC10,mordred,0.0,True
TpiPC10,mordred,0.0,True
apol,mordred,0.0,True
bpol,mordred,0.0,True
nRing,mordred,0.0,True
n3Ring,mordred,0.0,True
n4Ring,mordred,0.0,True
n5Ring,mordred,0.0,True
n6Ring,mordred,0.0,True
n7Ring,mordred,0.0,True
n8Ring,mordred,0.0,True
n9Ring,mordred,0.0,True
n10Ring,mordred,0.0,True
n11Ring,mordred,0.0,True
n12Ring,mordred,0.0,True
nG12Ring,mordred,0.0,True
nHRing,mordred,0.0,True
n3HRing,mordred,0.0,True
n4HRing,mordred,0.0,True
n5HRing,mordred,0.0,True
n6HRing,mordred,0.0,True
n7HRing,mordred,0.0,True
n8HRing,mordred,0.0,True
n9HRing,mordred,0.0,True
n10HRing,mordred,0.0,True
n11HRing,mordred,0.0,True
n12HRing,mordred,0.0,True
nG12HRing,mordred,0.0,True
naRing,mordred,0.0,True
n3aRing,mordred,0.0,True
n4aRing,mordred,0.0,True
n5aRing,mordred,0.0,True
n6aRing,mordred,0.0,True
n7aRing,mordred,0.0,True
n8aRing,mordred,0.0,True
n9aRing,mordred,0.0,True
n10aRing,mordred,0.0,True
n11aRing,mordred,0.0,True
n12aRing,mordred,0.0,True
nG12aRing,mordred,0.0,True
naHRing,mordred,0.0,True
n3aHRing,mordred,0.0,True
n4aHRing,mordred,0.0,True
n5aHRing,mordred,0.0,True
n6aHRing,mordred,0.0,True
n7aHRing,mordred,0.0,True
n8aHRing,mordred,0.0,True
n9aHRing,mordred,0.0,True
n10aHRing,mordred,0.0,True
n11aHRing,mordred,0.0,True
n12aHRing,mordred,0.0,True
nG12aHRing,mordred,0.0,True
nARing,mordred,0.0,True
n3ARing,mordred,0.0,True
n4ARing,mordred,0.0,True
n5ARing,mordred,0.0,True
n6ARing,mordred,0.0,True
n7ARing,mordred,0.0,True
n8ARing,mordred,0.0,True
n9ARing,mordred,0.0,True
n10ARing,mordred,0.0,True
n11ARing,mordred,0.0,True
n12ARing,mordred,0.0,True
nG12ARing,mordred,0.0,True
nAHRing,mordred,0.0,True
n3AHRing,mordred,0.0,True
n4AHRing,mordred,0.0,True
n5AHRing,mordred,0.0,True
n6AHRing,mordred,0.0,True
n7AHRing,mordred,0.0,True
n8AHRing,mordred,0.0,True
n9AHRing,mordred,0.0,True
n10AHRing,mordred,0.0,True
n11AHRing,mordred,0.0,True
n12AHRing,mordred,0.0,True
nG12AHRing,mordred,0.0,True
nFRing,mordred,0.0,True
n4FRing,mordred,0.0,True
n5FRing,mordred,0.0,True
n6FRing,mordred,0.0,True
n7FRing,mordred,0.0,True
n8FRing,mordred,0.0,True
n9FRing,mordred,0.0,True
n10FRing,mordred,0.0,True
n11FRing,mordred,0.0,True
n12FRing,mordred,0.0,True
nG12FRing,mordred,0.0,True
nFHRing,mordred,0.0,True
n4FHRing,mordred,0.0,True
n5FHRing,mordred,0.0,True
n6FHRing,mordred,0.0,True
n7FHRing,mordred,0.0,True
n8FHRing,mordred,0.0,True
n9FHRing,mordred,0.0,True
n10FHRing,mordred,0.0,True
n11FHRing,mordred,0.0,True
n12FHRing,mordred,0.0,True
nG12FHRing,mordred,0.0,True
nFaRing,mordred,0.0,True
n4FaRing,mordred,0.0,True
n5FaRing,mordred,0.0,True
n6FaRing,mordred,0.0,True
n7FaRing,mordred,0.0,True
n8FaRing,mordred,0.0,True
n9FaRing,mordred,0.0,True
n10FaRing,mordred,0.0,True
n11FaRing,mordred,0.0,True
n12FaRing,mordred,0.0,True
nG12FaRing,mordred,0.0,True
nFaHRing,mordred,0.0,True
n4FaHRing,mordred,0.0,True
n5FaHRing,mordred,0.0,True
n6FaHRing,mordred,0.0,True
n7FaHRing,mordred,0.0,True
n8FaHRing,mordred,0.0,True
n9FaHRing,mordred,0.0,True
n10FaHRing,mordred,0.0,True
n11FaHRing,mordred,0.0,True
n12FaHRing,mordred,0.0,True
nG12FaHRing,mordred,0.0,True
nFARing,mordred,0.0,True
n4FARing,mordred,0.0,True
n5FARing,mordred,0.0,True
n6FARing,mordred,0.0,True
n7FARing,mordred,0.0,True
n8FARing,mordred,0.0,True
n9FARing,mordred,0.0,True
n10FARing,mordred,0.0,True
n11FARing,mordred,0.0,True
n12FARing,mordred,0.0,True
nG12FARing,mordred,0.0,True
nFAHRing,mordred,0.0,True
n4FAHRing,mordred,0.0,True
n5FAHRing,mordred,0.0,True
n6FAHRing,mordred,0.0,True
n7FAHRing,mordred,0.0,True
n8FAHRing,mordred,0.0,True
n9FAHRing,mordred,0.0,True
n10FAHRing,mordred,0.0,True
n11FAHRing,mordred,0.0,True
n12FAHRing,mordred,0.0,True
nG12FAHRing,mordred,0.0,True
nRot,mordred,0.0,True
RotRatio,mordred,0.0707070707070707,True
SLogP,mordred,0.0,True
SMR,mordred,0.0,True
TopoPSA(NO),mordred,0.0,True
TopoPSA,mordred,0.0,True
GGI1,mordred,0.0,True
GGI2,mordred,0.0,True
GGI3,mordred,0.0,True
GGI4,mordred,0.0,True
GGI5,mordred,0.0,True
GGI6,mordred,0.0,True
GGI7,mordred,0.0,True
GGI8,mordred,0.0,True
GGI9,mordred,0.0,True
GGI10,mordred,0.0,True
JGI1,mordred,0.0,True
JGI2,mordred,0.0,True
JGI3,mordred,0.0,True
JGI4,mordred,0.0,True
JGI5,mordred,0.0,True
JGI6,mordred,0.0,True
JGI7,mordred,0.0,True
JGI8,mordred,0.0,True
JGI9,mordred,0.0,True
JGI10,mordred,0.0,True
JGT10,mordred,0.0,True
Diameter,mordred,0.0,True
Radius,mordred,0.0,True
TopoShapeIndex,mordred,0.010101010101010102,True
PetitjeanIndex,mordred,0.010101010101010102,True
Vabc,mordred,0.29292929292929293,False
VAdjMat,mordred,0.0707070707070707,True
MWC01,mordred,0.0,True
MWC02,mordred,0.0,True
MWC03,mordred,0.0,True
MWC04,mordred,0.0,True
MWC05,mordred,0.0,True
MWC06,mordred,0.0,True
MWC07,mordred,0.0,True
MWC08,mordred,0.0,True
MWC09,mordred,0.0,True
MWC10,mordred,0.0,True
TMWC10,mordred,0.0,True
SRW02,mordred,0.0,True
SRW03,mordred,0.0,True
SRW04,mordred,0.0,True
SRW05,mordred,0.0,True
SRW06,mordred,0.0,True
SRW07,mordred,0.0,True
SRW08,mordred,0.0,True
SRW09,mordred,0.0,True
SRW10,mordred,0.0,True
TSRW10,mordred,0.0,True
MW,mordred,0.0,True
AMW,mordred,0.0,True
WPath,mordred,0.0,True
WPol,mordred,0.0,True
Zagreb1,mordred,0.0,True
Zagreb2,mordred,0.0,True
mZagreb1,mordred,0.32323232323232326,False
mZagreb2,mordred,0.0,True
